repo,verdict,reason,capability,install_cmd,license,risk_level,risk_note,category,evidence,checked_at
HuanLinOTO/dsh-plugin-yet-another-subagent,verified_plugin,"Native DSH plugin: README documents `dsh plugin --profile web add ""github:...""` and package.json has `dsh.bundle.patch` -> cordis.patch.yml.","Configurable subagent profile system: single subagent tool + profile parameter, Web UI settings, real-time progress, subagent tree tab.","dsh plugin --profile web add ""github:huanlinoto/dsh-plugin-yet-another-subagent""",AGPL-3.0,medium,Spawns continuable/one-shot subagents via the official spawn provider (child agents may invoke tools incl. shell); profile state persisted to $DSH_HOME/settings.yaml.,automation,"README (`dsh plugin --profile web add github:...`, cordis.patch.yml) + package.json `dsh.bundle.patch` + AGPL-3.0.",2026-08-14
Komeiji-Shiki/graycode-for-dsh,rejected,README not found (empty repository).,,,Not found,low,N/A,uncategorized,README 404 on main/master/HEAD and all variants; GitHub repo page reports an empty repository.,2026-08-14
LaplaceYoung/dsh-qq2006,watchlist,"Genuine DSH client skin (identifiable function, BSD-3-Clause) but no loadable `dsh plugin add` path or `dsh` field — requires manual in-tree monorepo integration and rebuild.","QQ2006 retro skin/theme for the DSH WebUI (registers qq2006 theme, global stylesheet, and full asset set).",,BSD-3-Clause,low,Client theme/skin only; persists theme/window-skin prefs via dsh.theme; no network or keys.,web_ui,"README (manual in-tree monorepo integration steps, no dsh plugin add) + package.json (no `dsh` field; peerDeps @deepseek-ai/cordis, dsh-client-ui-theme).",2026-08-14
lhh010/dsh-input-history,verified_plugin,Native DSH plugin: README documents cordis.yml plugins registration and package.json carries nested dsh.client declaration.,Ctrl+Up / Ctrl+Down terminal-style recall and switching of previously sent messages in the DSH Web input.,"plugins:
  '@dsh-external/dsh-input-history':
    path: /path/to/dsh-input-history",BSD-3-Clause,low,"Pure browser-side; reads conversation snapshot and writes draft via official input facade; no server behavior, network, or keys.",web_ui,"README (cordis.yml plugins registration, client-only design) + package.json nested dsh.client declaration.",2026-08-14
lhh010/dsh-paste-input,verified_plugin,Native DSH plugin: README documents `dsh plugin --profile web add link:...` plus cordis.patch.yml insert; package.json has `dsh.client` field.,Ctrl+V paste + drag-drop + file/folder picker input into the DSH WebUI; copies files into the session workspace and folds attachment blocks into file chips.,dsh plugin --profile web add link:E:\deepseek-harness\dsh-paste-input,MIT,low,User-selected files are copied into the session workspace attachment dir and their absolute paths passed to the model; host-side webServer upload route; no external network or keys.,web_ui,README (`dsh plugin --profile web add link:...` + cordis.patch.yml insert) + package.json `dsh.client.inject` field.,2026-08-14
litestartup-com/litestartup-skills,rejected,"Skill packages for Claude Code/Codex/Cursor (installed via `npx skills add`), not a DSH plugin or DSH skill.",,,MIT,low,N/A,uncategorized,README: skills/ dir + adapters for Codex/Claude Code/Cursor and `npx skills add`; no DSH load path.,2026-08-14
omdsh-dev/dsh-deep-research,verified_plugin,"Public source with native DSH install command, dsh.bundle.patch declaration, and identifiable deep_research tool.",Adaptive deep-research orchestrator: registers a deep_research tool on the official workflow engine (web_search/web_fetch + subagents + adversarial review + report synthesis).,dsh plugin --profile <profile> add git+https://github.com/dsh-external/dsh-deep-research.git,MIT,medium,Network search/fetch (web_search/web_fetch) and spawns subagents; no direct local-file or credential access; optional per-stage model config.,search_browser,README (HEAD): dsh plugin --profile <profile> add git+... install command + cordis.patch.yml + dsh.bundle.patch mention; package.json (HEAD): dsh.bundle.patch -> ./cordis.patch.yml. Note: README install URL says dsh-external/dsh-deep-research but repo is omdsh-dev/dsh-deep-research.,2026-08-14
omdsh-dev/dsh-plugin-skills,watchlist,"DSH-related skills collection (SKILL.md) for scaffolding/testing DSH plugins, but installs into generic agent skills dirs (.agents/skills, .claude/skills), not the DSH .dsh/skills/<name> slash-command path; no loadable plugin manifest.",Agent skills (dsh-write-plugin / dsh-test-plugin) for scaffolding and testing DeepSeek Harness plugins.,,MIT,low,Static SKILL.md instructions; no runtime code.,skills,"README (HEAD): install is cp -r into .agents/skills/ / .claude/skills/, targets any agent product (Codex/Claude Code/Cursor/etc.); no dsh plugin add command or .dsh/skills path; no package.json fetched.",2026-08-14
omdsh-dev/dsh-tool-csv,verified_plugin,Public source with native dsh plugin --profile add command and dsh.bundle.patch declaration; registers a csv tool.,CSV data tool: registers csv tool (parse/query/stats/to_json) with a zero-dependency RFC 4180 state-machine parser.,"dsh plugin --profile web add ""C:/path/to/dsh-tool-csv""",MIT,low,"Pure function: no file read/write, no network, no eval; literal-match query only; input cap 256KB; tool args logged to session.",data_tools,README (HEAD): dsh plugin --profile web add / --profile headless add commands + dsh.bundle.patch auto layer-stack mention; package.json (HEAD): dsh.bundle.patch -> ./cordis.patch.yml.,2026-08-14
opensetk/dsh-xiaohei,verified_plugin,Public source with native dsh plugin --profile web add command (GitHub source install) plus cordis.patch.yml insertion; full host+browser Web UI plugin.,"DSH Web UI desktop pet (dsh-pet): host half folds session/event into 7 poses, browser half renders pet in shell.overlay slot with click feedback.",dsh plugin --profile web add github:opensetk/dsh-xiaohei#dsh-plugin,MIT,low,"Web UI overlay + local session/event listener + local HTTP poll route (/pet-mood); no credentials, no external network.",web_ui,README (HEAD): dsh plugin --profile web add github:opensetk/dsh-xiaohei#dsh-plugin + cordis.patch.yml host-line insertion; package.json (HEAD): dsh.client (platform web) + dsh.client inject; prebuilt lib/ committed.,2026-08-14
paean-ai/8x-skills,rejected,"No DSH relationship — skills for building/publishing Paean (clide.app/8x.gg) games for Zero CLI/Claude Code/Codex; only the topic tag is dsh-related, README never mentions DeepSeek Harness/DSH/Cordis.",,,MIT,low,,uncategorized,"README (HEAD): Paean game skills (publish/remix/sdk) with .zero/skills, .claude/skills, codex install paths; no DSH/Cordis mention; no package.json fetched.",2026-08-14
RYun601/dsh-launcher,watchlist,DSH-related but not a loadable plugin — a standalone Windows PowerShell/batch launcher that starts/stops DSH Web via npx; no dsh plugin add or Cordis mount path.,"Windows launcher/manager for DSH Web: 'deepseek' command for foreground/background start, auto-open browser, status/stop/update.",,MIT,low,"Process management: runs npx @deepseek-ai/dsh web, manages port 3080, opens browser; install via remote script (irm ... | iex).",developer_tools,README (HEAD): irm https://raw.githubusercontent.com/RYun601/dsh-launcher/main/install.ps1 | iex install; npx @deepseek-ai/dsh web; no dsh plugin add / bundle / cordis.patch mount.,2026-08-14
Small-tailqwq/dsh-deepcel,verified_plugin,Public source with a native dsh plugin --profile web add command; identifiable DSH Web GUI skin (wiring id ui-skin-deepcel) and explicit license.,Deepcel skin: restyles the DSH Web GUI (sessions/tools/settings/navigation) as interactive Excel-like worksheet cells.,dsh plugin --profile web add ../dsh-deepcel/deepcel,BSD-3-Clause,low,Pure UI skin (wiring id ui-skin-deepcel); no data or permission access.,web_ui,README (HEAD): dsh plugin --profile web add ../dsh-deepcel/deepcel (local-path install after clone) + BSD-3-Clause license; package.json not fetched (package lives in deepcel/ subdirectory).,2026-08-14
THU-MAIC/dsh-openmaic,verified_plugin,Public source with native dsh plugin --profile web add command; registers 4 tools + Socratic teaching skill; dsh.bundle.patch + dsh.client declared in package.json.,"OpenMAIC plugin: registers openmaic_generate/slide/widget/render tools (classroom generation, slides, interactive widgets, sandboxed cards) + Socratic openmaic-teach skill.",dsh plugin --profile web add git+https://github.com/THU-MAIC/dsh-openmaic.git,MIT,medium,Network calls to open.maic.chat API (generate + poll) and renders sandboxed HTML cards in conversation; optional accessCode config.,automation,"README (HEAD): dsh plugin --profile web add git+https://github.com/THU-MAIC/dsh-openmaic.git; package.json (HEAD): dsh.bundle.patch -> ./cordis.patch.yml, dsh.client (web), dshx.contributtes tools/skills.",2026-08-14
vlln/dsh-navbar,verified_plugin,"Public source with native dsh plugin --profile web add command (official bundle plugin, dsh.bundle + client channel, 0 patch).",Conversation node navigation bar: right-edge node strip for fast jump to user messages with hover preview and click scroll.,"dsh plugin --profile web add ""github:vlln/dsh-navbar#main""",MIT,low,"Pure browser-side UI driven by official anchor attribute contract; no polling, routes, tools, or data channel.",web_ui,"README (HEAD): dsh plugin --profile web add ""github:vlln/dsh-navbar#main""; package.json (HEAD): dsh.bundle.patch -> ./cordis.patch.yml + dsh.client (web).",2026-08-14
vlln/dsh-task-status,verified_plugin,"Public source with native dsh plugin --profile web add command (official bundle plugin, dsh.bundle + client channel).","Background task status bar: dock-slot UI above the composer showing running-task count, expandable details, and live output tail.","dsh plugin --profile web add ""github:vlln/dsh-task-status#main""",MIT,low,"Local read-only routes (/tasks, /output) tail task output (may contain task-sensitive content); stays within the local web host.",web_ui,"README (HEAD): dsh plugin --profile web add ""github:vlln/dsh-task-status#main""; package.json (HEAD): dsh.bundle.patch -> ./cordis.patch.yml + dsh.client (web).",2026-08-14
wangshunnn/oh-my-dsh,watchlist,DSH-related but not a loadable plugin — a curated DSH community plugin index/registry (catalog + JSON registry + collections); no installable manifest of its own.,"Curated, machine-readable DSH plugin directory: auto-discovery, evidence grading, scenario collections, and a plugins.json registry.",,MIT,low,Static index/registry; local update script calls the GitHub API (optional GITHUB_TOKEN).,ecosystem,"README (HEAD): describes npx @deepseek-ai/dsh plugin --profile web add as the suggested command for indexed projects, but repo itself has no dsh field; package.json (HEAD): only update/validate/test scripts, no dsh.bundle/dsh field.",2026-08-14
william-jin-cmu/dsh-companion,watchlist,DSH-related but not a loadable plugin — a standalone macOS Tauri desktop companion app that drives a headless dsh web host and ships an internal dsh-bridge cordis plugin; no dsh plugin add load path.,"Cetus DSH desktop companion: global quick-launch, screenshot ask, quick reply, cron automations, file delivery, screen context, and plugin management over a headless dsh web host.",,MIT,high,"Native desktop app: screen capture, Apple Vision OCR local indexing, quick-reply reads foreground app/selection, cron automations, file delivery; drives headless dsh web (token-authed local bridge).",session_chat,"README (HEAD): run via pnpm/cargo (Tauri + Next.js), auto-mounts dsh-bridge and bundled plugins into ~/.dsh/config.yaml; package.json (HEAD): Next.js/Tauri app, no dsh.bundle/dsh field; no dsh plugin add command.",2026-08-14
YYTbit/dsh-plugin-cost-tracker,verified_plugin,README documents native install `dsh plugin --profile your-profile add dsh-plugin-cost-tracker` plus a cordis config block; identifiable token-cost function and MIT license.,"Tracks per-session token usage and cost, injects cost awareness into the system prompt, and provides a CLI cost estimator.",dsh plugin --profile your-profile add dsh-plugin-cost-tracker,MIT,low,"Reads local session token usage only; no network, API keys, or credentials.",diagnostics,"README (HEAD) with dsh plugin add command, cordis config yaml, CLI docs; license MIT.",2026-08-14
ZeroHackz/OpenFlowFrames,verified_plugin,README declares the repo is a DSH plugin bundle installable via `dsh plugin add github:ZeroHackz/OpenFlowFrames` exposing flowframes_probe/flowframes_interpolate tools.,RIFE video frame interpolation via two agent tools — probe and headlessly interpolate local videos or frame folders.,dsh plugin add github:ZeroHackz/OpenFlowFrames,GPL-3.0,medium,Executes bundled ffmpeg + rife-ncnn-vulkan binaries on local files; no network or credentials.,vision,README (HEAD) DeepSeek Harness Plugin section with dsh plugin add command and tool descriptions; repo metadata GPL-3.0.,2026-08-14
1690834643/dsh-usage-dashboard,verified_plugin,README documents `dsh plugin add dsh-usage-dashboard --profile web` and a cordis.patch.yml mount; identifiable balance/usage widget and MIT license.,Web sidebar widget showing DeepSeek API balance and today's spend by scanning local session logs and querying the balance API.,dsh plugin add dsh-usage-dashboard --profile web,MIT,medium,Reads local session logs ($DSH_HOME/sessions) and calls DeepSeek balance API via DEEPSEEK_API_KEY reference; key kept server-side.,diagnostics,"README (HEAD) with npm install command, cordis.patch.yml insert block, config table; license MIT.",2026-08-14
Andy8647/dsh-auto-approval,verified_plugin,README documents `dsh plugin --profile web add dsh-auto-approval` (plus client-half package); identifiable tool-call approval function and BSD-3-Clause license.,Automated tool-call approval: classifies each call allow/deny (L0 rules + L1 LLM) with an optional client status chip.,dsh plugin --profile web add dsh-auto-approval,BSD-3-Clause,high,"Governs shell/file tool calls; L1 LLM classifier receives tool-call parameters, so sensitive command text may reach the model.",automation,"README (HEAD) install section with dsh plugin add commands, demo, architecture; license BSD-3-Clause.",2026-08-14
btspoony/dsh-advisor,verified_plugin,README documents `dsh plugin --profile web add github:btspoony/dsh-advisor`; identifiable reviewer-model function and MIT license.,Passive second model that reviews each turn and injects severity-ranked advice (nit/concern/blocker) into the session.,dsh plugin --profile web add github:btspoony/dsh-advisor,MIT,medium,Sends transcript deltas to a separately configured LLM (provider+model required); secrets in the transcript can reach the reviewer model.,session_chat,"README (HEAD) install/config/usage sections with dsh plugin add, cordis.patch.yml config; license MIT.",2026-08-14
